row_id,order_id,product_id,quantity,sales,discount,profit,shipping_cost
13879,ES-2015-HG1484545-42327,FUR-CH-4654,14,5729.35,0.1,63.55,572.95
50788,MO-2015-DP310586-42305,TEC-CO-3710,14,5301.24,0.0,2597.28,568.45
40834,CA-2014-AS10045140-41908,FUR-BO-3176,2,477.67,0.15,84.29,43.01
40425,US-2015-AS10045140-42252,OFF-BI-3324,7,88.07,0.7,-58.72,23.88
18241,ES-2014-JB1600048-41668,TEC-PH-5268,5,3219.9,0.0,965.85,564.25
23013,ID-2013-AM1070559-41535,OFF-AP-4501,6,2487.81,0.17,-269.79,562.14
45616,MO-2014-AB25586-41966,OFF-AP-4745,4,2266.44,0.0,113.28,556.45
25026,IN-2013-RP192707-41438,TEC-CO-3611,9,3068.36,0.1,1124.9,555.77
27962,IN-2014-BK1126011-41940,FUR-BO-4849,9,3728.43,0.0,1192.86,553.31
26669,IN-2014-JM1525027-41985,TEC-CO-3678,6,1581.48,0.0,0.0,550.74
29600,IN-2013-GP1474058-41419,TEC-PH-5356,3,1916.73,0.0,498.33,548.4
34336,CA-2015-AS10045140-42281,FUR-TA-5066,3,171.29,0.2,-6.42,12.65
19195,ES-2014-NZ1856545-41975,OFF-AP-4508,5,2432.16,0.1,513.36,546.9
32639,CA-2015-AS10045140-42007,OFF-BI-3308,6,28.85,0.7,-21.16,5.35
26731,ID-2014-SC20695102-41667,FUR-CH-5443,7,2465.82,0.25,197.19,546.49
31278,IN-2013-NC186257-41401,FUR-TA-3422,2,1847.52,0.0,738.96,545.89
12035,ES-2014-NF183858-41970,FUR-BO-4849,7,2899.89,0.0,927.78,541.59
29149,IN-2013-NZ185657-41606,FUR-CH-5774,7,2891.7,0.1,96.39,541.57
15896,IT-2013-PM1894045-41546,TEC-MA-5572,9,2016.85,0.15,-0.05,540.77
18307,ES-2014-MZ1733545-41885,OFF-AP-4503,7,3155.54,0.1,34.94,539.94
46257,CG-2014-HM498033-41846,TEC-PH-5268,6,3856.14,0.0,1465.2,533.99
21142,IN-2015-RW195407-42327,TEC-PH-3806,6,3524.47,0.1,861.37,531.28
10308,ES-2013-LH1715545-41444,TEC-PH-5840,4,2167.3,0.15,790.42,531.09
6776,MX-2013-FH1436582-41558,TEC-PH-5839,6,2556.0,0.0,178.92,530.486
16948,ES-2012-KM1666048-41129,TEC-CO-5999,5,1469.25,0.0,308.4,527.87
11611,ES-2012-PO1886545-41217,TEC-PH-3807,8,4448.83,0.15,1517.71,527.85
35876,US-2012-AS10045140-41116,OFF-PA-6512,11,65.78,0.0,32.23,4.36
1873,MX-2014-AB1006028-41755,FUR-BO-3891,9,2472.66,0.0,914.76,523.466
29120,IN-2014-DB130607-41999,OFF-AP-3575,8,3739.18,0.1,747.82,522.79
11743,IT-2014-VM2168591-41711,FUR-CH-5442,11,2570.87,0.5,-2211.17,520.89
32648,CA-2014-AS10045140-41727,OFF-ST-4516,2,31.4,0.0,7.85,3.81
17522,ES-2013-DM1352548-41369,TEC-PH-3149,9,2875.77,0.5,-1783.08,516.63
14721,ES-2013-NM18520120-41634,FUR-BO-5948,4,1741.8,0.0,261.24,515.24
29629,IN-2014-LC168857-41747,TEC-CO-6012,5,1601.64,0.1,587.19,511.47
25868,IN-2012-RO1978027-41052,OFF-AP-4738,7,3670.8,0.0,367.08,510.72
33131,CA-2015-AS10045140-42218,OFF-PA-6557,7,36.29,0.2,12.7,1.99
19559,ES-2014-EM1406548-41775,TEC-CO-4593,5,1900.95,0.0,589.2,506.89
32638,CA-2015-AS10045140-42007,OFF-BI-3185,5,15.66,0.7,-12.53,1.56
14070,IT-2012-ON1871545-40955,FUR-CH-5774,11,4544.1,0.1,1868.13,506.27
21306,IN-2014-VS2182027-41790,FUR-BO-3639,4,1455.12,0.0,116.4,504.56
21668,IN-2014-CM121157-41913,TEC-CO-4790,6,1943.19,0.1,258.93,499.62
39465,CA-2015-AB10060140-42315,FUR-TA-4622,7,2036.86,0.0,366.63,524.76
31650,CA-2014-AB10060140-41884,OFF-BI-4340,4,4355.17,0.2,1415.43,82.67
24260,ID-2014-JK153257-41984,TEC-CO-3709,5,1695.87,0.1,-37.83,498.62
13646,IT-2015-RP1927045-42081,TEC-CO-5998,6,1505.98,0.15,-265.76,498.52
23708,IN-2015-DW1354078-42357,TEC-PH-3806,3,1954.17,0.0,312.66,498.38
39466,CA-2015-AB10060140-42315,FUR-CH-4613,2,449.57,0.2,-73.05,47.81
33661,US-2014-AB10060140-41712,OFF-AP-4221,2,160.32,0.0,44.89,13.75
39467,CA-2015-AB10060140-42315,TEC-AC-5858,3,108.96,0.0,32.69,11.57
1779,MX-2015-GM1444037-42265,TEC-CO-3587,7,1213.19,0.002,508.01,493.409
23880,IN-2014-SV2081558-41968,TEC-CO-4577,5,1590.6,0.0,572.55,493.2
27094,IN-2014-MM1792027-41950,TEC-AC-3405,9,2330.64,0.0,1025.46,492.79
24424,IN-2015-JK1612059-42204,FUR-BO-5761,8,3278.58,0.07,140.82,492.28
22049,ID-2013-EM14200130-41502,TEC-PH-5268,7,3741.52,0.17,946.63,491.91
40796,CA-2015-AB10060140-42314,OFF-PA-6214,10,67.8,0.0,31.19,7.97
23815,IN-2013-PM1894059-41284,FUR-BO-5787,10,3637.6,0.07,156.4,487.86
8009,MX-2014-AT1043582-41667,OFF-AP-4736,7,2455.88,0.0,785.82,487.476
30267,ID-2013-AB1001527-41439,TEC-MA-6150,8,1024.68,0.5,-286.92,487.32
40795,CA-2015-AB10060140-42314,OFF-FA-6129,3,167.94,0.0,82.29,6.61
31647,CA-2014-AB10060140-41884,OFF-PA-6430,2,24.56,0.0,11.54,6.53
2283,MX-2013-PV1898518-41614,TEC-AC-5223,14,2297.96,0.0,988.12,483.257
17765,IT-2014-SB2029064-41887,TEC-CO-4590,7,2671.41,0.0,534.24,483.04
47783,SO-2015-SM10005116-42265,TEC-PH-5839,6,3834.0,0.0,268.38,481.04
31649,CA-2014-AB10060140-41884,OFF-PA-6430,4,49.12,0.0,23.09,6.22
23175,IN-2013-KH1633059-41489,OFF-AP-4960,8,3501.74,0.17,210.86,479.96
27693,IN-2015-MP181757-42347,TEC-PH-3149,3,1725.46,0.1,747.61,479.94
22134,IN-2013-LH1702027-41572,TEC-CO-3597,5,1583.7,0.0,174.15,479.67
36297,CA-2015-AB10060140-42132,TEC-AC-5109,1,79.99,0.0,28.8,5.44
22488,ID-2014-CR126257-41878,FUR-BO-5763,7,2760.35,0.1,-214.73,475.34
25678,IN-2012-NC1862511-41041,TEC-AC-3403,12,3078.72,0.0,523.08,474.44
15376,IT-2012-GM1468091-41215,OFF-AP-4745,7,1983.14,0.5,-1784.9,473.27
15162,ES-2015-RA1994545-42218,FUR-BO-3624,3,1112.78,0.1,296.66,472.0
18899,ES-2012-DB1306048-41171,TEC-CO-4789,10,3616.5,0.0,36.0,471.92
33660,US-2014-AB10060140-41712,FUR-FU-4762,2,127.88,0.0,40.92,3.15
24160,IN-2014-RF197357-41709,TEC-PH-5268,5,2892.11,0.1,160.61,470.29
15812,ES-2013-JH1582048-41306,TEC-PH-3806,5,3263.4,0.0,848.4,469.29
33662,US-2014-AB10060140-41712,OFF-BI-4819,4,46.0,0.0,20.7,2.72
6449,MX-2015-DM1295551-42103,FUR-TA-5064,13,3117.09,0.2,38.95,466.703
32472,CA-2014-AB10060140-41881,OFF-SU-2972,3,27.93,0.0,8.1,2.16
4394,MX-2015-BE1133582-42082,OFF-AP-4745,5,1888.7,0.0,887.6,465.918
22058,IN-2014-SO2033527-41914,OFF-AP-4502,6,3000.78,0.0,1080.18,465.63
19833,ES-2014-DK12835120-41651,OFF-AP-4507,7,3801.63,0.0,1444.59,465.02
45807,SA-2015-LC7050110-42236,TEC-PH-3806,8,5211.12,0.0,1146.24,463.98
30187,IN-2012-PB19210127-41259,FUR-TA-5065,3,1356.03,0.0,311.85,458.97
29484,IN-2015-CG125207-42077,OFF-AP-4745,7,3569.64,0.1,674.16,458.54
36347,CA-2013-AB10060140-41535,OFF-PA-6420,2,18.54,0.0,8.71,1.69
24015,ID-2015-HG1502559-42194,FUR-BO-5787,8,2910.08,0.07,125.12,456.32
20601,ID-2014-AD1018059-41801,FUR-CH-4532,9,3126.4,0.27,-128.72,455.71
12051,ES-2012-BP11155139-41130,TEC-PH-3805,9,5276.99,0.1,1758.89,454.81
25915,ID-2015-AA10480130-42080,TEC-PH-5840,5,2645.38,0.17,-0.02,452.6
21639,ID-2014-RL196157-41641,FUR-BO-3639,5,1637.01,0.1,-36.39,452.28
31648,CA-2014-AB10060140-41884,OFF-BI-2911,1,3.05,0.2,1.07,1.67
23229,ID-2013-SW2024559-41557,TEC-PH-5840,5,2645.38,0.17,-0.02,451.03
31646,CA-2014-AB10060140-41884,TEC-AC-5744,1,6.79,0.0,2.31,1.31
20674,IN-2012-BW1111027-41076,FUR-TA-3420,5,3238.31,0.3,-740.3,449.18
11331,ES-2015-YC21895139-42097,FUR-BO-3639,7,2291.81,0.1,127.13,448.91
58,MX-2012-JM1558082-41045,TEC-PH-5355,5,2124.5,0.0,488.6,447.657
45091,BO-2015-MZ733513-42046,FUR-CH-4654,6,2757.78,0.0,744.48,446.33
18990,ES-2014-JF15295120-41924,TEC-AC-4185,6,1549.98,0.0,139.32,443.92
34330,CA-2015-AB10060140-42264,OFF-PA-6596,4,20.74,0.2,7.26,1.23
51130,UP-2015-DJ3510137-42202,OFF-AP-4738,6,3146.4,0.0,629.28,443.55
14405,ES-2015-MF1825045-42330,TEC-MA-4205,11,2456.62,0.15,664.72,442.49
10745,IT-2012-TC2129545-41058,FUR-TA-4642,7,2228.64,0.35,-754.41,440.25
40794,CA-2015-AB10060140-42314,OFF-PA-3114,1,4.41,0.0,2.03,1.21
25850,IN-2015-CP1234058-42202,OFF-AP-4502,8,4001.04,0.0,1440.24,439.65
16109,ES-2015-EH1412545-42245,TEC-PH-3148,9,4876.88,0.15,745.88,439.41
22515,IN-2013-NC183407-41634,FUR-TA-5054,6,1788.82,0.3,204.28,439.03
29269,IN-2015-BF1100558-42319,OFF-AP-3577,7,3622.29,0.0,1267.77,438.89
29651,ID-2014-JS1603059-41760,FUR-TA-5072,5,1242.59,0.47,-140.72,437.85
10670,ES-2012-AM10360139-41136,TEC-PH-5354,7,4453.05,0.0,1424.85,433.41
24859,IN-2015-JF1519021-42341,FUR-TA-4706,8,2673.36,0.0,1069.2,432.57
24466,IN-2014-AB100157-41815,FUR-CH-4654,5,2046.2,0.1,591.05,432.15
15359,ES-2014-JG15160139-41660,FUR-TA-3344,6,5451.3,0.0,2071.44,432.13
39745,CA-2015-AH10075140-42301,FUR-TA-5421,3,637.9,0.3,-127.58,188.95
21670,IN-2015-AG1033059-42197,OFF-AP-3574,4,1722.28,0.17,539.44,430.04
39744,CA-2015-AH10075140-42301,FUR-FU-3936,2,210.68,0.0,50.56,79.52
17548,ES-2015-NF1847548-42248,OFF-AP-3581,2,1007.42,0.1,134.3,428.83
39742,CA-2015-AH10075140-42301,FUR-TA-4943,4,240.74,0.3,-13.76,68.01
20861,IN-2012-DR129407-41066,OFF-AP-4966,9,4624.29,0.1,1644.03,427.46
17907,ES-2012-NB1865548-41194,OFF-ST-6049,6,1066.45,0.1,-11.93,427.24
24361,IN-2014-NM1844527-41800,TEC-CO-5991,4,957.6,0.0,0.0,427.1
29968,IN-2015-TA213857-42351,OFF-AP-4508,10,4864.32,0.1,162.12,426.09
32221,CA-2014-AH10075140-41898,OFF-BI-4338,2,841.57,0.2,294.55,57.49
28875,ID-2015-SC20380102-42165,OFF-AP-3580,3,1433.84,0.15,-84.37,424.81
48781,SF-2012-PA9060117-40954,OFF-ST-6047,14,2784.6,0.0,779.52,422.25
15922,ES-2014-RB19570120-41971,FUR-BO-5760,7,3063.27,0.0,1470.21,419.38
39983,CA-2014-AH10075140-41817,OFF-SU-5635,2,231.72,0.0,11.59,43.08
33163,CA-2015-AH10075140-42110,FUR-FU-4756,5,196.45,0.0,70.72,36.52
2641,US-2012-LH1675036-41129,TEC-PH-5839,6,2044.8,0.2,-332.28,417.99
39711,CA-2014-AH10075140-41991,TEC-AC-6351,3,165.6,0.2,-6.21,11.15
26068,IN-2013-KB1658527-41488,TEC-CO-3608,4,1521.0,0.0,0.0,416.74
10306,ES-2013-LH1715545-41444,OFF-AP-4507,5,2443.91,0.1,760.31,416.33
41716,CA-2015-AH1007523-42101,OFF-ST-4257,1,137.31,0.0,54.9,11.13
44140,IR-2014-MZ751560-41853,TEC-MA-4210,10,1141.8,0.0,570.9,415.01
29226,IN-2015-DM1334558-42146,OFF-ST-4266,9,1865.97,0.0,802.17,413.95
27720,ID-2012-CA1196566-40949,TEC-PH-5841,11,6998.64,0.0,2939.31,413.8
11073,ES-2014-SC20305120-41909,FUR-BO-3903,3,1091.25,0.0,119.97,411.64
24030,IN-2015-MH1811558-42157,FUR-BO-4862,3,1094.22,0.0,328.23,411.06
30202,IN-2014-KS163007-41912,FUR-BO-3640,4,1320.62,0.1,484.22,410.88
27230,IN-2012-BG1174078-41108,TEC-PH-5356,4,2555.64,0.0,664.44,410.22
51284,RS-2015-CR2625108-42230,FUR-BO-5950,8,3498.72,0.0,594.72,410.05
39743,CA-2015-AH10075140-42301,FUR-FU-4022,4,35.0,0.0,14.7,8.98
28198,IN-2015-DK1309027-42308,TEC-CO-3611,6,2272.86,0.0,977.22,406.53
26028,IN-2014-JL1583527-41845,TEC-PH-3806,8,5211.12,0.0,833.76,404.97
26325,IN-2015-AP1072058-42284,TEC-PH-5269,4,2582.16,0.0,361.44,404.08
21924,IN-2015-CR1282058-42294,TEC-PH-5356,5,3194.55,0.0,830.55,403.97
30113,IN-2014-BF110807-41976,FUR-CH-4531,4,1705.0,0.1,378.88,403.46
30105,IN-2015-JM15265102-42316,OFF-AP-3571,6,1538.72,0.15,325.7,403.26
24363,IN-2014-NM1844527-41800,FUR-CH-5378,3,1381.32,0.0,593.91,403.15
19902,IT-2012-TW2102545-41172,FUR-BO-5760,3,1181.55,0.1,498.81,401.25
13998,IT-2012-RB1933045-41080,FUR-CH-4530,4,1696.25,0.1,734.93,401.13
38383,CA-2015-AH10075140-42273,OFF-SU-3839,2,190.9,0.2,-42.95,8.72
37340,CA-2015-AH10075140-42144,FUR-CH-5429,3,314.35,0.2,-35.36,6.19
47087,SF-2015-AB10060117-42334,OFF-AP-4732,4,1237.56,0.0,606.36,400.03
49833,EG-2013-JR567038-41363,TEC-PH-5355,2,1274.7,0.0,140.16,399.96
2080,MX-2012-MD1735028-41222,OFF-AP-4962,9,3172.14,0.0,856.44,399.849
39746,CA-2015-AH10075140-42301,OFF-PA-6415,8,43.44,0.0,21.29,5.97
10303,ES-2013-EB13840139-41487,OFF-AP-4743,7,3979.29,0.0,1989.54,398.5
39710,CA-2014-AH10075140-41991,OFF-PA-6577,10,51.84,0.2,18.14,4.93
39984,CA-2014-AH10075140-41817,OFF-FA-5459,5,17.9,0.0,8.95,4.89
39985,CA-2014-AH10075140-41817,OFF-PA-3115,2,12.48,0.0,5.62,2.73
41838,AJ-2014-JL58359-41662,FUR-TA-3358,4,2058.0,0.0,946.68,393.62
28110,IN-2012-EP1391559-41049,FUR-BO-5967,7,2539.88,0.07,709.94,393.58
12449,ES-2015-MS17770139-42275,FUR-BO-3626,7,2898.21,0.0,1420.02,393.46
17848,IT-2012-CM1265545-41218,TEC-MA-5007,5,1320.01,0.15,357.16,390.2
46219,LH-2015-JC610575-42032,FUR-TA-3345,8,2171.16,0.7,-2750.28,390.09
26932,IN-2015-GB145307-42260,TEC-CO-4593,13,4448.22,0.1,444.48,386.38
32866,CA-2015-AH10075140-42335,OFF-AR-5327,3,12.84,0.0,3.72,1.88
4817,US-2012-JH161805-41264,TEC-PH-3149,9,2300.62,0.4,38.2,386.003
50593,EG-2014-MT807038-41675,FUR-BO-5951,6,2615.94,0.0,1072.44,384.41
25445,IN-2012-AB1010558-41270,TEC-CO-6010,3,1066.68,0.0,394.65,383.68
39747,CA-2015-AH10075140-42301,OFF-AP-4739,1,2.22,0.0,0.67,1.64
50000,LT-2012-CV280572-41025,TEC-PH-5354,4,2544.6,0.0,814.2,383.01
30934,IN-2012-NH1861092-41187,FUR-TA-4645,4,3694.68,0.0,886.68,382.77
21667,ID-2014-HJ1487527-41875,FUR-TA-5065,7,2214.85,0.3,-221.57,382.1
8870,MX-2014-JL1517518-41903,FUR-CH-5776,4,1236.48,0.0,111.28,381.219
1899,MX-2015-MY1829593-42355,OFF-AP-4505,5,1805.9,0.0,126.4,381.14
36279,CA-2012-AH10075140-41228,OFF-LA-5591,2,5.22,0.0,2.4,1.51
39051,CA-2013-AH10075140-41629,OFF-AR-5458,2,3.01,0.2,0.34,1.38
38382,CA-2015-AH10075140-42273,OFF-BI-3301,5,8.6,0.7,-6.3,1.37
9857,MX-2015-KC1654093-42158,OFF-AP-4507,5,1810.3,0.0,54.3,378.258
2398,MX-2015-CS1246093-42259,TEC-PH-5354,5,2120.5,0.0,106.0,377.704
20610,IN-2015-HA1492027-42111,TEC-PH-3148,2,1275.0,0.0,140.22,377.58
19446,ES-2013-MT1781545-41599,TEC-MA-5017,7,1593.65,0.15,-225.16,377.03
11606,ES-2015-FW1439545-42069,FUR-BO-3627,3,1114.24,0.1,383.71,376.88
16161,ES-2013-BH1171048-41478,TEC-PH-3807,5,2944.08,0.1,1112.13,376.58
25761,ID-2015-DK1289559-42315,OFF-AP-4964,7,3309.26,0.17,318.86,374.8
6594,MX-2015-KD1627018-42330,FUR-CH-4544,9,897.48,0.0,322.92,374.376
17380,ES-2012-SC208458-41070,FUR-BO-4848,5,2056.05,0.0,390.6,372.5
3503,MX-2013-CY1274582-41531,TEC-CO-6010,10,2365.66,0.002,18.86,372.318
23537,IN-2012-HL150407-41237,TEC-CO-3596,7,1336.36,0.4,44.44,371.74
26037,IN-2013-CT1199566-41496,TEC-CO-4591,8,3038.64,0.0,1245.84,371.51
20266,ES-2014-CC12370139-41718,OFF-AP-3573,9,2698.65,0.0,890.46,369.98
42956,LT-2014-GR456072-42003,TEC-CO-3688,12,3799.08,0.0,455.76,369.73
21995,IN-2013-TT2107058-41551,FUR-CH-4656,6,2756.34,0.0,413.28,369.4
15570,IT-2013-PO19195120-41492,TEC-PH-3146,8,983.88,0.1,-11.16,369.17
25831,IN-2013-ED13885144-41549,FUR-CH-4530,5,1719.81,0.27,117.66,368.44
29383,IN-2015-AP1091559-42089,OFF-AP-4966,3,1421.54,0.17,428.12,367.57
879,MX-2015-TM2149031-42329,TEC-CO-3597,5,1053.69,0.002,441.29,367.549
16997,IT-2012-AW1084091-41242,TEC-CO-4792,8,1440.84,0.5,-1268.04,367.35
21287,IN-2012-DP131057-41215,FUR-CH-4530,6,2544.37,0.1,621.79,366.89
37341,CA-2015-AH10075140-42144,OFF-PA-6504,7,27.89,0.2,10.11,1.26
47029,RO-2013-SG10605107-41614,TEC-CO-4571,8,1554.48,0.0,341.76,366.58
8378,MX-2014-BM1178582-41976,TEC-PH-5839,3,1278.0,0.0,89.46,365.902
2496,MX-2013-FH1436582-41628,TEC-PH-3806,8,3474.08,0.0,625.28,365.652
990,MX-2013-DK1337582-41530,TEC-PH-3148,6,2550.0,0.0,357.0,365.2
34756,CA-2015-AS10090140-42264,OFF-BI-4343,2,538.19,0.7,-412.62,209.3
40955,CA-2012-AS10090140-41173,FUR-CH-5430,4,579.53,0.1,83.71,64.56
33285,CA-2013-AS10090140-41587,FUR-TA-3427,7,1024.38,0.0,215.12,62.17
43395,TU-2013-SF10200134-41417,TEC-PH-5815,14,934.25,0.6,-1331.65,363.73
36524,CA-2014-AS10090140-41812,FUR-BO-5529,2,353.57,0.2,-44.2,48.18
46991,SG-2015-JW5220111-42108,TEC-PH-3805,6,3908.88,0.0,1563.48,363.16
9711,MX-2015-CC1210082-42245,TEC-PH-5268,5,2142.3,0.0,556.9,363.1
31138,ID-2015-RD1993092-42140,OFF-AP-4961,6,1900.58,0.4,-348.52,360.04
46655,CM-2013-BP123022-41621,OFF-AP-4733,6,1840.68,0.0,496.98,359.58
10365,ES-2012-SA20830139-40998,FUR-BO-5950,6,2624.04,0.0,446.04,359.28
21500,IN-2013-EM1381058-41308,FUR-BO-5762,7,3076.5,0.0,215.25,359.27
