order_id,returned_flag
RS-2015-TB11520108-42126,TRUE
ID-2015-BG1169588-42012,TRUE
CA-2014-ES14020140-41802,TRUE
ES-2015-HG14965120-42080,TRUE
MX-2012-SW2075593-41250,TRUE
CA-2012-BP11095140-41261,TRUE
IN-2014-BG110357-41735,TRUE
ES-2015-EB1417064-42012,TRUE
MX-2015-EH1418531-42166,TRUE
IN-2015-DS1303058-42173,TRUE
CA-2015-AG10900140-42126,TRUE
ES-2013-DE1325545-41278,TRUE
SA-2013-JD6150110-41600,TRUE
ID-2015-HA1490592-42287,TRUE
CA-2013-IM15070140-41459,TRUE
US-2015-TZ2144518-42259,TRUE
ES-2015-DK1309045-42158,TRUE
MX-2013-PT1909082-41579,TRUE
ES-2015-EB141108-42267,TRUE
SF-2014-JD6060117-41648,TRUE
ES-2015-AR1051045-42234,TRUE
IN-2013-CL1270027-41555,TRUE
ES-2015-AH1012045-42057,TRUE
IT-2013-ZD2192548-41503,TRUE
IN-2014-DJ1342058-41646,TRUE
ES-2014-LC1705048-41718,TRUE
MX-2014-AJ1096031-41801,TRUE
CA-2014-CP12340140-41808,TRUE
IN-2013-JK1609027-41615,TRUE
AJ-2013-SG108909-41580,TRUE
MX-2015-DV1304593-42215,TRUE
ES-2013-TP2156545-41598,TRUE
US-2015-HG1484551-42171,TRUE
IN-2014-AM103607-41864,TRUE
CA-2015-DO13645140-42263,TRUE
ES-2014-JP1552045-41871,TRUE
MX-2013-JR1621037-41627,TRUE
MX-2013-RL1961582-41572,TRUE
ES-2014-EP1391548-42004,TRUE
IN-2013-CD1228058-41311,TRUE
MX-2013-EC1405018-41599,TRUE
MX-2013-PO1885051-41338,TRUE
CA-2012-FP14320140-41251,TRUE
MX-2012-YS2188093-41060,TRUE
IN-2013-CC1261027-41286,TRUE
IN-2014-DB1321027-41899,TRUE
MX-2014-JR1570036-41775,TRUE
CA-2013-VD21670140-41583,TRUE
CA-2014-BM11785140-41835,TRUE
ES-2014-JP16135139-41899,TRUE
US-2012-KB1631598-41064,TRUE
IN-2012-AM10705130-41151,TRUE
MX-2015-SC2038093-42151,TRUE
GH-2013-MH729049-41615,TRUE
IN-2013-NC1834058-41385,TRUE
CA-2013-EB14110140-41377,TRUE
IN-2015-JF1549078-42334,TRUE
ID-2015-HM148607-42243,TRUE
CA-2014-NS18505140-41968,TRUE
ID-2013-AO1081059-41556,TRUE
CA-2015-VW21775140-42326,TRUE
MO-2013-NK849086-41366,TRUE
IN-2014-KL1655592-41857,TRUE
CA-2014-SN20560140-41817,TRUE
MX-2014-SJ2012539-41908,TRUE
MX-2015-DP1316593-42293,TRUE
ES-2013-MN1793548-41466,TRUE
SA-2014-SJ10125110-41944,TRUE
IT-2015-ME18010124-42235,TRUE
CA-2015-AD10180140-42340,TRUE
ID-2014-TB2125059-41973,TRUE
IN-2013-PS187607-41402,TRUE
CA-2012-MC17425140-41058,TRUE
US-2014-DA134505-41926,TRUE
ID-2015-EN137807-42312,TRUE
MX-2015-CB1241598-42333,TRUE
HU-2015-JP552057-42249,TRUE
CA-2012-KH16630140-41213,TRUE
CA-2012-BS11755140-41046,TRUE
US-2015-SJ2021554-42255,TRUE
MX-2012-KT1646518-41017,TRUE
MX-2015-AS1028518-42351,TRUE
MX-2015-SC2068082-42231,TRUE
ES-2014-MW1822048-41998,TRUE
MX-2013-MF1766551-41402,TRUE
CA-2014-JM15535140-41998,TRUE
CA-2012-CC247523-41031,TRUE
CA-2012-NC18535140-41112,TRUE
IN-2013-MM172607-41395,TRUE
IN-2013-PR1888027-41430,TRUE
NI-2014-RA994595-41979,TRUE
US-2012-RB19435140-41237,TRUE
ES-2014-LP17095139-41772,TRUE
MX-2014-FA1423055-41976,TRUE
IN-2014-SH19975130-41975,TRUE
CA-2014-GK14620140-41753,TRUE
US-2012-DK1289598-41166,TRUE
ES-2014-AB10165139-41888,TRUE
US-2014-SP20860140-41968,TRUE
IT-2012-GD1459091-40988,TRUE
IN-2014-NB1865527-41858,TRUE
PL-2012-JD5790103-41249,TRUE
KE-2015-JH598569-42317,TRUE
MX-2014-DC1328518-41751,TRUE
ES-2014-HG1502548-41783,TRUE
IV-2014-AM70529-41678,TRUE
RO-2014-ND8370107-41839,TRUE
EG-2015-AY55538-42121,TRUE
MO-2014-KH669086-41830,TRUE
IN-2014-SR2074027-41767,TRUE
IN-2013-MF176657-41300,TRUE
ES-2013-HM1498064-41289,TRUE
MX-2015-DL1331582-42335,TRUE
US-2013-MW1822036-41387,TRUE
US-2014-BG11695140-42001,TRUE
MX-2014-SW2075582-41811,TRUE
MO-2014-MO795086-41706,TRUE
MX-2015-PO1885082-42279,TRUE
US-2014-DR12880140-41723,TRUE
CA-2012-AG10525140-41153,TRUE
IT-2013-KH1669045-41490,TRUE
US-2012-JP155205-41153,TRUE
CG-2015-AM70533-42233,TRUE
CA-2015-AJ10945140-42248,TRUE
MX-2013-SO2033526-41400,TRUE
IN-2012-TS2150559-40990,TRUE
CA-2015-MV17485140-42333,TRUE
IN-2015-SC2038027-42306,TRUE
IT-2012-JC1610564-41053,TRUE
CA-2015-LE16810140-42348,TRUE
US-2013-BB1099036-41379,TRUE
TU-2013-AH195134-41319,TRUE
MX-2014-TS2120518-41791,TRUE
IR-2012-FH436560-41114,TRUE
MX-2014-SH2039582-41895,TRUE
US-2014-GT14710140-41980,TRUE
IR-2014-BN151560-41880,TRUE
ES-2012-SH2039545-40914,TRUE
SA-2013-SC10260110-41451,TRUE
CA-2014-BD11605140-41742,TRUE
IN-2012-VD2167059-41269,TRUE
ES-2015-MY17380120-42316,TRUE
CA-2015-LC16870140-42091,TRUE
IN-2012-TR2132527-41188,TRUE
IN-2014-JC1538558-41815,TRUE
MX-2012-NG1843018-41201,TRUE
EG-2015-DM301538-42367,TRUE
BU-2014-CS186019-41993,TRUE
ID-2014-CT11995118-41810,TRUE
IN-2012-EH139907-41140,TRUE
CA-2012-RD19585140-41000,TRUE
CA-2015-CW11905140-42138,TRUE
MX-2014-NC1862593-41955,TRUE
MX-2013-RB1936082-41552,TRUE
IN-2012-AS1028527-41034,TRUE
IN-2014-AO108107-41721,TRUE
MX-2015-HG1484536-42070,TRUE
ID-2015-JE1561097-42193,TRUE
ES-2014-CY1274564-41726,TRUE
IR-2014-SM1095060-41746,TRUE
US-2012-PB1915055-41157,TRUE
ES-2014-JB1600048-41856,TRUE
ES-2015-JC1577548-42328,TRUE
IT-2014-LP1708091-41907,TRUE
MX-2012-ME1732018-41164,TRUE
CA-2014-TS21655140-41999,TRUE
ES-2015-SV20935139-42369,TRUE
MX-2015-CJ12010141-42298,TRUE
CA-2012-SH20395140-41214,TRUE
IN-2013-GM1445527-41622,TRUE
CA-2013-MS17530140-41579,TRUE
US-2013-HD1478598-41583,TRUE
US-2015-CB1202582-42305,TRUE
CA-2015-BH11710140-42346,TRUE
MX-2012-MO1750016-41222,TRUE
ES-2012-MG17890139-41257,TRUE
CA-2013-PO19195140-41598,TRUE
ES-2015-KW1643545-42032,TRUE
CA-2013-SS20515140-41479,TRUE
MX-2012-RL1961539-40965,TRUE
MX-2014-SZ2003531-41822,TRUE
ID-2013-BT115307-41508,TRUE
MX-2012-TG2131018-41132,TRUE
CA-2012-TT21070140-41159,TRUE
CA-2015-TS21505140-42316,TRUE
ES-2013-AW1084064-41519,TRUE
CA-2015-DV13045140-42350,TRUE
ES-2015-BP11185139-42175,TRUE
US-2015-EB13930140-42208,TRUE
ES-2014-RS1942048-41831,TRUE
CG-2012-MM828033-40983,TRUE
MX-2013-JD1589536-41523,TRUE
IN-2014-DB1291027-41870,TRUE
ES-2014-DV1346564-41961,TRUE
MX-2015-JK1564055-42174,TRUE
CA-2015-LW17215140-42106,TRUE
MX-2012-PM1894031-41208,TRUE
BU-2012-EH394519-41265,TRUE
MX-2012-VM2183551-41185,TRUE
CA-2012-AZ10750140-40992,TRUE
IT-2015-KB1631564-42301,TRUE
IT-2015-EK13795139-42277,TRUE
ID-2015-AS1009058-42316,TRUE
MX-2015-MC1742593-42304,TRUE
MX-2014-DW1358531-41779,TRUE
ES-2015-AB1016545-42356,TRUE
MX-2015-DG1330093-42319,TRUE
MX-2013-SW2027536-41587,TRUE
MX-2015-SP2065082-42257,TRUE
IN-2014-CC125507-41963,TRUE
ES-2015-CW11905139-42288,TRUE
ZA-2015-SW10350146-42061,TRUE
IN-2015-PR1888027-42125,TRUE
ES-2014-DB1327045-41689,TRUE
ES-2012-PM1894045-41145,TRUE
CA-2013-AG10495140-41571,TRUE
ES-2012-CD1198048-41151,TRUE
ES-2015-SF20200139-42229,TRUE
MX-2012-BD1150093-41041,TRUE
ES-2015-BE11410120-42225,TRUE
BN-2012-RW963015-41216,TRUE
US-2014-HP148155-41906,TRUE
ES-2015-BF11170139-42174,TRUE
IN-2015-DB129707-42152,TRUE
CA-2012-EH13765140-41199,TRUE
IN-2012-BB115457-41194,TRUE
IN-2012-SG206057-40978,TRUE
IN-2015-RH1951011-42040,TRUE
ZA-2014-JW6075146-41739,TRUE
ES-2012-JA15970139-41080,TRUE
IN-2012-JR1567027-41031,TRUE
ES-2013-JE1547545-41450,TRUE
IT-2014-LS1720064-41954,TRUE
IN-2014-CA1226527-41794,TRUE
UP-2014-AA645137-41807,TRUE
NI-2014-MH745595-41696,TRUE
ID-2015-EJ1415592-42299,TRUE
ID-2014-KD1649559-41807,TRUE
ES-2014-DK1298548-41711,TRUE
BU-2014-MH745519-41670,TRUE
ID-2015-NR18550102-42078,TRUE
IN-2012-JH1591027-41262,TRUE
IN-2012-JL151307-40988,TRUE
IT-2015-AG1049545-42229,TRUE
CA-2014-JF15565140-41686,TRUE
IN-2014-SH2063527-41858,TRUE
IN-2015-LD1700558-42285,TRUE
LO-2012-JL5850114-41121,TRUE
BO-2014-KH636013-41859,TRUE
US-2013-EM1382555-41579,TRUE
IT-2015-MB1808591-42145,TRUE
SF-2014-EL3735117-41875,TRUE
TU-2014-JF5565134-41818,TRUE
MX-2014-BM1114055-41961,TRUE
TU-2015-SW10275134-42311,TRUE
ES-2014-SS208758-41683,TRUE
US-2014-BW1120018-41979,TRUE
IN-2013-TD20995130-41609,TRUE
ES-2015-KB1660096-42048,TRUE
IN-2015-Dl1360058-42364,TRUE
ES-2014-MB18085139-41956,TRUE
IT-2015-AR10345139-42116,TRUE
IN-2013-JG1531027-41602,TRUE
ES-2014-MC1810045-41982,TRUE
CA-2015-HG15025140-42363,TRUE
MO-2015-AB25586-42117,TRUE
US-2012-CS1246036-41247,TRUE
ES-2014-JD1606045-41699,TRUE
MX-2013-EM1381018-41552,TRUE
MX-2015-MY1829582-42321,TRUE
CA-2015-KH16330140-42329,TRUE
ES-2014-MG18205139-41867,TRUE
CA-2015-DO13645140-42343,TRUE
IN-2014-ML177557-41922,TRUE
SA-2015-AR570110-42299,TRUE
US-2015-LH16900140-42348,TRUE
CA-2015-JE15745140-42111,TRUE
CA-2013-MV17485140-41450,TRUE
IT-2012-KH16690104-41037,TRUE
IN-2015-SL2015558-42222,TRUE
MX-2012-KM1672018-41242,TRUE
ID-2014-DB132107-41934,TRUE
IN-2012-CM1223527-41248,TRUE
IN-2014-BD116207-41650,TRUE
CA-2015-OT18730140-42304,TRUE
AO-2013-JE57454-41544,TRUE
EG-2014-SC1009538-41847,TRUE
ID-2013-GZ144707-41467,TRUE
ES-2015-MJ17740139-42073,TRUE
IR-2014-MM805560-41990,TRUE
IT-2014-TP2141545-41858,TRUE
ID-2013-TG21640102-41508,TRUE
IN-2014-LS172307-41954,TRUE
IN-2012-GM1444058-41200,TRUE
TU-2012-AJ960134-40990,TRUE
CA-2014-PF19225140-41817,TRUE
IN-2014-TB2162558-41724,TRUE
MX-2012-ND1837082-41223,TRUE
ID-2015-MG1814592-42132,TRUE
CA-2014-CA12265140-41677,TRUE
SF-2012-MH7440117-41065,TRUE
MX-2012-AB1015093-41101,TRUE
IZ-2015-EM396061-42110,TRUE
IN-2015-AW1084058-42083,TRUE
ES-2015-PS1897045-42179,TRUE
ES-2013-WB2185064-41587,TRUE
CA-2015-NC18535140-42096,TRUE
MX-2014-LS1697518-41666,TRUE
IN-2012-SB2018559-41157,TRUE
ML-2014-BD177079-41893,TRUE
MX-2015-CM1244582-42354,TRUE
MX-2012-AW1084082-41192,TRUE
MX-2015-CL1270093-42180,TRUE
CA-2015-CC12475140-42278,TRUE
MX-2014-AH1069093-41990,TRUE
AO-2013-SF102004-41628,TRUE
MX-2014-SZ2003518-41703,TRUE
EG-2015-RA994538-42342,TRUE
TU-2015-AG495134-42130,TRUE
IN-2012-PR1888058-41013,TRUE
ES-2015-CS1235548-42010,TRUE
IN-2015-MH1811558-42185,TRUE
IN-2015-JP1546058-42258,TRUE
IR-2015-CA196560-42201,TRUE
MX-2013-AF1087026-41536,TRUE
US-2012-JF15490140-41269,TRUE
IN-2015-PS18760102-42263,TRUE
ES-2014-KT1646548-41678,TRUE
ES-2014-MC1760548-41900,TRUE
MX-2014-BE1145531-41650,TRUE
CA-2015-BP11095140-42352,TRUE
CG-2014-ML775533-41740,TRUE
ID-2014-CV1280527-41773,TRUE
SA-2013-RF9840110-41277,TRUE
SF-2012-AG675117-40976,TRUE
US-2015-CR12820140-42284,TRUE
ES-2013-MB1808545-41629,TRUE
IN-2015-SC20260130-42032,TRUE
IN-2012-TS211607-41179,TRUE
IZ-2015-MO795061-42271,TRUE
MX-2014-LL1684039-41853,TRUE
ES-2013-EB14110139-41528,TRUE
CA-2015-BT11530140-42278,TRUE
ES-2013-LC1714064-41409,TRUE
US-2013-DG13300140-41458,TRUE
CA-2014-IG15085140-41808,TRUE
ES-2015-LO17170139-42166,TRUE
IN-2015-SS2059059-42364,TRUE
AG-2014-CP20853-41889,TRUE
US-2012-AB1025582-40928,TRUE
TU-2014-PK8910134-41798,TRUE
IT-2015-JW1522091-42234,TRUE
CA-2013-RH19510140-41544,TRUE
ES-2014-DM13015120-41856,TRUE
NI-2013-JB600095-41621,TRUE
US-2015-TC2114555-42166,TRUE
IT-2013-DJ1351064-41352,TRUE
IN-2012-DB131207-41257,TRUE
IZ-2015-EH412561-42161,TRUE
US-2013-KB16315140-41318,TRUE
CA-2015-CV12805140-42025,TRUE
MX-2015-AG1052518-42357,TRUE
IN-2012-MP179657-41242,TRUE
IN-2015-PG1882097-42251,TRUE
ES-2012-SW2024548-41073,TRUE
IT-2012-MC1742548-41177,TRUE
TU-2012-CS1845134-41235,TRUE
CA-2015-SC20725140-42182,TRUE
ES-2015-TP21415139-42251,TRUE
CA-2015-RA19915140-42357,TRUE
ES-2014-SV2093545-41674,TRUE
KZ-2015-RM975068-42228,TRUE
KG-2015-RH955570-42340,TRUE
IT-2015-JS1603045-42229,TRUE
CA-2015-LW16990140-42336,TRUE
IN-2015-SS2059059-42236,TRUE
IN-2012-LH1715559-40968,TRUE
US-2015-TT21220140-42186,TRUE
SF-2015-RS9765117-42224,TRUE
ID-2014-JF153557-41649,TRUE
IT-2014-CA12310139-41961,TRUE
ES-2015-SL2015545-42335,TRUE
IT-2014-DB1312091-41894,TRUE
IT-2015-DB13555139-42063,TRUE
CA-2012-DB13360140-41231,TRUE
CA-2013-NW18400140-41599,TRUE
MX-2013-TB2128039-41278,TRUE
ES-2012-JC1577548-41195,TRUE
ES-2012-KB162408-41191,TRUE
IN-2014-VF2171527-41819,TRUE
MO-2015-AB60086-42173,TRUE
ID-2012-LH1715592-41091,TRUE
ES-2014-BP11230139-41970,TRUE
IN-2015-DF1313559-42360,TRUE
ES-2015-DK13375139-42082,TRUE
US-2015-RM197505-42122,TRUE
CA-2015-EH14125140-42035,TRUE
IN-2013-DR12880144-41384,TRUE
IN-2015-RH196007-42179,TRUE
ES-2015-JW152208-42033,TRUE
CA-2013-GB14530140-41583,TRUE
IN-2015-NK1849058-42154,TRUE
CA-2015-TD20995140-42118,TRUE
MX-2014-JR1570039-41955,TRUE
ID-2014-TB21280130-41884,TRUE
NG-2013-NB858094-41469,TRUE
CA-2015-EP13915140-42316,TRUE
ID-2015-JC1538592-42039,TRUE
ES-2014-AH10585139-41920,TRUE
MX-2015-CR1273051-42262,TRUE
ES-2012-AB1016545-40957,TRUE
ES-2014-AG1039045-41685,TRUE
GG-2012-BS159047-41184,TRUE
IN-2014-DW131957-41982,TRUE
IT-2014-BS1166562-41864,TRUE
IN-2013-MY1738058-41545,TRUE
MX-2012-KD1634518-40977,TRUE
IT-2013-CA1205591-41545,TRUE
CA-2013-NF847523-41549,TRUE
CA-2015-SG20605140-42120,TRUE
US-2015-FW1439518-42306,TRUE
SG-2015-BE1410111-42348,TRUE
CA-2015-LT17110140-42335,TRUE
US-2013-AB10105101-41446,TRUE
SO-2014-GM4455116-41984,TRUE
ES-2015-NH1861048-42299,TRUE
CA-2013-AH10690140-41639,TRUE
ML-2013-GW460579-41403,TRUE
PL-2013-JF5190103-41443,TRUE
ID-2013-TC2114527-41594,TRUE
CA-2013-ES14020140-41384,TRUE
IN-2012-SC2057559-41146,TRUE
CA-2013-SJ20215140-41461,TRUE
ES-2015-PC1900045-42227,TRUE
US-2013-KA1652582-41360,TRUE
IZ-2015-JM525061-42235,TRUE
MA-2012-TZ1144577-41037,TRUE
US-2013-CD1198055-41594,TRUE
IT-2015-JK1609048-42097,TRUE
ES-2013-CS1225048-41579,TRUE
CA-2014-BC11125140-41846,TRUE
MX-2015-CM1211528-42296,TRUE
ES-2015-AM10705120-42213,TRUE
US-2013-LB1679555-41462,TRUE
CA-2012-KN16390140-41244,TRUE
MO-2015-LA678086-42168,TRUE
CA-2015-GM14455140-42353,TRUE
ES-2012-DM1295548-41100,TRUE
MX-2012-DM1301593-40971,TRUE
IN-2014-HM1486092-41679,TRUE
ID-2015-SS205907-42361,TRUE
IT-2013-GT14710125-41392,TRUE
ID-2015-MG1768092-42032,TRUE
IN-2015-VP2173058-42024,TRUE
ES-2013-HG14965120-41571,TRUE
IR-2012-JF529560-40988,TRUE
US-2014-KD16495140-41976,TRUE
MX-2015-FG142605-42318,TRUE
ES-2012-SV20365120-41132,TRUE
US-2014-DL12925101-41646,TRUE
NI-2012-DV304595-41121,TRUE
ES-2013-GT1475545-41597,TRUE
ID-2014-CK1220527-41948,TRUE
ES-2013-PB18805120-41591,TRUE
EG-2012-MC727538-41130,TRUE
IN-2013-AM1070527-41535,TRUE
ES-2012-JH16180139-41090,TRUE
ID-2013-TM210107-41492,TRUE
ID-2015-CJ1187597-42147,TRUE
ES-2014-TS2116045-41817,TRUE
CA-2014-ES14080140-41737,TRUE
US-2015-GT1471055-42299,TRUE
IN-2014-PW1903058-41999,TRUE
ID-2012-NB1858092-41241,TRUE
IN-2014-TS211607-41875,TRUE
IN-2013-RH195107-41573,TRUE
US-2015-JH1543055-42328,TRUE
US-2014-PK19075140-41907,TRUE
IN-2013-MG176957-41542,TRUE
IR-2013-PK891060-41342,TRUE
MX-2014-ML1775593-41795,TRUE
IT-2014-VP2173048-41990,TRUE
CA-2013-LS17245140-41629,TRUE
ES-2012-BM1178545-41144,TRUE
PL-2012-LL6840103-41137,TRUE
IN-2014-SC205757-41662,TRUE
CA-2012-RP19270140-41200,TRUE
SF-2013-KN6390117-41614,TRUE
MX-2015-DA1345051-42180,TRUE
CA-2013-BM11575140-41532,TRUE
CA-2015-JC16105140-42301,TRUE
NI-2012-SP1086095-41090,TRUE
IT-2012-RS1987091-41200,TRUE
CA-2013-SM20950140-41627,TRUE
ES-2014-AS1009045-41885,TRUE
MX-2014-SK1999082-41922,TRUE
IT-2013-VW2177545-41580,TRUE
ES-2012-AI1085548-41187,TRUE
CA-2014-NZ18565140-41964,TRUE
ES-2015-ES1402045-42032,TRUE
SA-2012-LC6870110-41121,TRUE
ES-2012-KN16705120-41257,TRUE
TU-2015-EN3780134-42164,TRUE
CA-2013-MS17365140-41632,TRUE
MX-2013-JC1538528-41574,TRUE
RW-2015-BG1740109-42353,TRUE
MX-2015-EL1373536-42278,TRUE
ES-2012-JK1564048-41191,TRUE
IN-2015-JH159857-42221,TRUE
CA-2012-ML17395140-41194,TRUE
IR-2013-CM193560-41296,TRUE
MX-2015-BD1172537-42330,TRUE
ES-2013-BE1133564-41387,TRUE
IT-2015-Dl1360048-42209,TRUE
CA-2012-RB19435140-41236,TRUE
IR-2015-JD615060-42186,TRUE
ID-2014-AG1076527-41872,TRUE
MX-2013-JM156555-41549,TRUE
IT-2013-DK1298564-41618,TRUE
US-2014-MH1811554-41900,TRUE
IN-2013-MS17710113-41495,TRUE
ID-2014-KB16600144-41986,TRUE
ES-2014-SC2002045-41790,TRUE
CA-2012-LE16810140-41258,TRUE
CA-2015-DM13345140-42347,TRUE
CA-2014-BC11125140-41864,TRUE
IN-2013-NP186707-41474,TRUE
TU-2014-JW5220134-41755,TRUE
CA-2014-RD19810140-41798,TRUE
IN-2015-JD1589558-42288,TRUE
US-2014-VM21835140-41772,TRUE
MX-2013-EH1412555-41276,TRUE
EZ-2012-PS904532-41150,TRUE
CA-2013-JD15895140-41620,TRUE
CA-2014-BD11620140-41707,TRUE
CA-2014-JH15985140-41888,TRUE
ES-2015-PO18850139-42264,TRUE
CG-2015-PV898533-42225,TRUE
MX-2013-CD1279082-41521,TRUE
US-2012-DK1283536-40939,TRUE
SF-2013-PF9165117-41490,TRUE
MX-2014-ES1402082-41929,TRUE
IT-2015-RB19570120-42181,TRUE
CA-2014-TZ1144523-41985,TRUE
RS-2015-BP1230108-42132,TRUE
CA-2015-SR20425140-42361,TRUE
CA-2013-JK16120140-41551,TRUE
IN-2014-LM1706566-41893,TRUE
CA-2014-ON18715140-41710,TRUE
US-2014-RB19570140-41886,TRUE
MX-2014-TG216405-41952,TRUE
US-2015-LR1691518-42180,TRUE
